"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"COD_SENADOR";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2254945";"Passagem / Bilhete / Código Localizador";"2025";"4";"22";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00.556.066/0001-62";"FIBRATUR TURISMO E VIAGENS LTDA";"HWITBK";"2025-03-21";"Companhia Aérea: GOL, Localizador: HWITBK. Passageiros: AMARO LUCIO DA SILVA (Matrícula 142480, COMISSIONADO), Voo: 1752 - BRASÍLIA/FLORIANÓPOLIS - 24/04/25; ";"1379,44"
"2254938";"Passagem / Bilhete / Código Localizador";"2025";"4";"22";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00.556.066/0001-62";"FIBRATUR TURISMO E VIAGENS LTDA";"HXZBUH";"2025-03-21";"Companhia Aérea: GOL, Localizador: HXZBUH. Passageiros: AMARO LUCIO DA SILVA (Matrícula 142480, COMISSIONADO), Voo: 1753 - FLORIANÓPOLIS/BRASÍLIA - 22/04/25; ";"2650,01"
"2254785";"Passagem / Bilhete / Código Localizador";"2025";"4";"22";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00.556.066/0001-62";"FIBRATUR TURISMO E VIAGENS LTDA";"GVURKV";"2025-04-11";"Companhia Aérea: LATAM, Localizador: GVURKV. Passageiros: AMARO LUCIO DA SILVA (Matrícula 142480, COMISSIONADO), Voo: 3088 - SÃO PAULO- CONGONHAS/FLORIANÓPOLIS - 16/04/25; AMARO LUCIO DA SILVA (Matrícula 142480, COMISSIONADO), Voo: 4738 - BRASÍLIA/SÃO PAULO - CONGONHAS - 16/04/25; ";"3762,25"
"2255684";"Passagem / Bilhete / Código Localizador";"2025";"4";"22";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00.556.066/0001-62";"FIBRATUR TURISMO E VIAGENS LTDA";"SYRDAQ";"2025-04-23";"Companhia Aérea: GOL, Localizador: SYRDAQ. Passageiros: PAULO SÉRGIO FILIPINE (Matrícula 345328, COMISSIONADO), Voo: 1752 - BRASÍLIA/FLORIANÓPOLIS - 30/04/25; ";"2152,18"
"2255685";"Passagem / Bilhete / Código Localizador";"2025";"4";"22";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00.556.066/0001-62";"FIBRATUR TURISMO E VIAGENS LTDA";"ECDUDB";"2025-04-23";"Companhia Aérea: GOL, Localizador: ECDUDB. Passageiros: AMARO LUCIO DA SILVA (Matrícula 142480, COMISSIONADO), Voo: 1752 - BRASÍLIA/FLORIANÓPOLIS - 30/04/25; ";"2152,18"
"2254946";"Passagem / Bilhete / Código Localizador";"2025";"4";"22";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00.556.066/0001-62";"FIBRATUR TURISMO E VIAGENS LTDA";"GPLDUI";"2025-04-23";"Companhia Aérea: LATAM, Localizador: GPLDUI. Passageiros: AMARO LUCIO DA SILVA (Matrícula 142480, COMISSIONADO), Voo: 3737 - FLORIANÓPOLIS /BRASÍLIA - 28/04/25; ";"2982,19"
"2254947";"Passagem / Bilhete / Código Localizador";"2025";"4";"22";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00.556.066/0001-62";"FIBRATUR TURISMO E VIAGENS LTDA";"GQPHLL";"2025-04-23";"Companhia Aérea: LATAM, Localizador: GQPHLL. Passageiros: PAULO SÉRGIO FILIPINE (Matrícula 345328, COMISSIONADO), Voo: 3737 - FLORIANÓPOLIS/BRASÍLIA - 28/04/25; ";"2982,19"
"2257679";"Nota Fiscal Eletrônica";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"34.107.462/0001-24";"ADRI.COM COMERCIO DE PRODUTOS DE INFORMATICA LTDA";"803";"2025-05-20";;"350,00"
"2255705";"Nota Fiscal Eletrônica";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"59.711.657/0001-00";"AKE LIMPEZAS LTDA";"37";"2025-05-05";;"1100,00"
"2257073";"Nota Fiscal Eletrônica";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.336.783/0001-90";"Celesc Distribuição S.A.";"045106608";"2025-05-02";;"134,56"
"2257072";"Nota Fiscal Eletrônica";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.336.783/0001-90";"Celesc Distribuição S.A.";"045106609";"2025-05-02";;"389,85"
"2258152";"Fatura";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0039-30";"Claro NXT Telecomunicações S.A";"0020767709";"2025-05-16";;"570,26"
"2257950";"Fatura";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"81.784.423/0001-41";"CONDOMINIO EDIFICIO MAPIL";"022500011001001052025";"2025-05-27";;"1033,27"
"2257951";"Fatura";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"81.784.423/0001-41";"CONDOMINIO EDIFICIO MAPIL";"02250001001101052025";"2025-05-27";;"1114,08"
"2256431";"Nota Fiscal Eletrônica";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.629.488/0001-71";"KHRONOS SEGURANÇA PRIVADA -LTDA";"363398";"2025-05-12";;"315,09"
"2257012";"Fatura";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.421.421/0001-11";"TIM S.A.";"5465883653";"2025-05-09";;"184,99"
"2257955";"Fatura";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"VIVO";"00000777784296";"2025-05-21";;"149,99"
"2257954";"Fatura";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"VIVO";"00000777784252";"2025-05-21";;"693,00"
"2260447";"Fatura";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"81.523.391/0001-20";"AGF RUA ALVARO DE CARVALHO";"15548";"2025-06-02";;"217,50"
"2257369";"Nota Fiscal Eletrônica";"2025";"5";"22";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"16.715.374/0001-23";"ATACADO CATARINENSE";"000265836";"2025-05-22";;"496,62"
"2248258";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.677.330/0007-06";"PD PAES E DELICIAS COMERCIO E INDUSTRIA";"462253";"2025-01-23";;"19,99"
"2248257";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.677.330/0007-06";"PD PAES E DELICIAS COMERCIO E INDUSTRIA";"462251";"2025-01-23";;"20,09"
"2248254";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.677.330/0007-06";"PD PAES E DELICIAS COMERCIO E INDUSTRIA";"396440";"2025-01-24";;"41,07"
"2248252";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.677.330/0007-06";"PD PAES E DELICIAS COMERCIO E INDUSTRIA";"463955";"2025-01-27";;"34,08"
"2248249";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.677.330/0007-06";"PD PAES E DELICIAS COMERCIO E INDUSTRIA";"397212";"2025-01-27";;"34,08"
"2248247";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.677.330/0007-06";"PD PAES E DELICIAS COMERCIO E INDUSTRIA";"128613";"2025-01-28";;"52,98"
"2249660";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27.104.876/0001-34";"POSTO DOIS PINHEIROS LTDA";"305251";"2025-01-16";;"415,55"
"2248245";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.516.089/0001-19";"RESTAURANTE VARANDA DO SUL BRASILIA LTDA";"23981";"2025-01-22";;"69,11"
"2248253";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.516.089/0001-19";"RESTAURANTE VARANDA DO SUL BRASILIA LTDA";"24054";"2025-01-24";;"98,78"
"2248250";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.516.089/0001-19";"RESTAURANTE VARANDA DO SUL BRASILIA LTDA";"24130";"2025-01-27";;"81,58"
"2248248";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.516.089/0001-19";"RESTAURANTE VARANDA DO SUL BRASILIA LTDA";"24169";"2025-01-28";;"108,72"
"2248261";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.041.089/0002-80";"SUDESTE FOODS PRODUTOS ALIMENTICIOS LTDA";"328024";"2025-01-31";;"40,00"
"2248259";"Nota Fiscal Eletrônica";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.078.320/0005-20";"TAIKAN FAST FOOD SUSHI LTDA";"89187";"2025-01-22";;"52,14"
"2248653";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-07";;"7,99"
"2248652";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-07";;"7,99"
"2248654";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-08";;"7,73"
"2248635";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-14";;"40,94"
"2248637";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-15";;"7,78"
"2248636";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-15";;"8,97"
"2248639";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-16";;"7,97"
"2248638";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-16";;"9,94"
"2248642";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-17";;"7,97"
"2248641";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-17";;"8,90"
"2248640";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-17";;"10,92"
"2248643";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-18";;"8,92"
"2248644";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-18";;"8,98"
"2248645";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-18";;"14,93"
"2248647";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-19";;"8,96"
"2248648";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-19";;"8,99"
"2248649";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-19";;"15,99"
"2248646";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-19";;"16,93"
"2248651";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-19";;"18,97"
"2248630";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-20";;"7,68"
"2248631";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-20";;"7,95"
"2248633";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-20";;"9,98"
"2248634";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-20";;"10,94"
"2248632";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-20";;"21,94"
"2248628";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-20";;"35,92"
"2248626";"Recibo";"2025";"1";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.895.646/0001-87";"UBER DO BRASIL TECNOLOGIA LTDA.";;"2025-01-21";;"7,98"
"2266383";"Fatura";"2025";"8";"5953";"FABIANO CONTARATO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"05.120.923/0001-09";"Aerotur Serviços";"2244682714";"2025-08-07";;"792,25"
"2267319";"Fatura";"2025";"8";"5953";"FABIANO CONTARATO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"05.120.923/0001-09";"Aerotur Serviços";"2143821588";"2025-08-20";;"969,58"
"2267320";"Fatura";"2025";"8";"5953";"FABIANO CONTARATO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"05.120.923/0001-09";"Aerotur Serviços";"2143821546";"2025-08-20";;"1137,60"
"2265240";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.015.050/0001-18";"AUTO POSTO C. GILLES LTDA";"36853";"2025-08-22";;"230,04"
"2263306";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"30.544.795/0001-60";"AUTO SERVIÇO LOURENCAO LTDA.";"364";"2025-08-01";"DESPESA COM COMBUSTÍVEL";"235,73"
"2264355";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"74.552.068/0013-53";"CPQ BRASIL S A";"566";"2025-08-02";;"34,00"
"2264676";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"74.552.068/0014-34";"CPQ BRASIL S A";"100";"2025-08-06";;"34,00"
"2264358";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"74.552.068/0014-34";"CPQ BRASIL S A";"859";"2025-08-06";;"55,00"
"2264677";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"74.552.068/0013-53";"CPQ BRASIL S A";"1322";"2025-08-13";;"34,00"
"2265239";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"74.552.068/0013-53";"CPQ BRASIL S A";"4149";"2025-08-21";;"34,00"
"2265106";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.103.318/0001-30";"ESTACAO HOTEL LTDA";"15093";"2025-08-22";"DESPESA COM HOSPEDAGEM.";"150,00"
"2265110";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.103.318/0001-30";"ESTACAO HOTEL LTDA";"15090";"2025-08-22";"DESPESA COM HOSPEDAGEM.";"150,00"
"2265111";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.103.318/0001-30";"ESTACAO HOTEL LTDA";"15091";"2025-08-22";"DESPESA COM HOSPEDAGEM.";"150,00"
"2265113";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.103.318/0001-30";"ESTACAO HOTEL LTDA";"15092";"2025-08-22";"DESPESA COM HOSPEDAGEM.";"150,00"
"2265114";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.103.318/0001-30";"ESTACAO HOTEL LTDA";"15098";"2025-08-22";"DESPESA COM HOSPEDAGEM.";"150,00"
"2263982";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.777.686/0002-17";"FOUR TOWERS HOTELS LTDA";"249246";"2025-08-09";"DESPESA COM HOSPEDAGEM.";"1144,12"
"2263978";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.777.686/0002-17";"FOUR TOWERS HOTELS LTDA";"249244";"2025-08-09";"DESPESA COM HOSPEDAGEM.";"1147,12"
"2263976";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.777.686/0002-17";"FOUR TOWERS HOTELS LTDA";"249245";"2025-08-09";"DESPESA COM HOSPEDAGEM.";"1147,12"
"2263461";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.703.510/0001-50";"FRANCISCO RESTAURANTE LTDA";"67787";"2025-08-01";;"229,00"
"2264680";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.703.510/0001-50";"FRANCISCO RESTAURANTE LTDA";"68547";"2025-08-12";;"248,50"
"2264683";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.703.510/0001-50";"FRANCISCO RESTAURANTE LTDA";"68954";"2025-08-18";;"114,50"
"2264685";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.703.510/0001-50";"FRANCISCO RESTAURANTE LTDA";"68976";"2025-08-19";;"245,00"
"2265015";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.703.510/0001-50";"FRANCISCO RESTAURANTE LTDA";"69377";"2025-08-25";;"114,50"
"2265237";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.703.510/0001-50";"FRANCISCO RESTAURANTE LTDA";"69396";"2025-08-26";;"229,00"
"2265268";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.703.510/0001-50";"FRANCISCO RESTAURANTE LTDA";"69461";"2025-08-27";;"229,00"
"2264357";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47.401.220/0001-90";"GCS BAR E RESTAURANTE LTDA";"107710";"2025-08-06";;"77,00"
"2265013";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.752.108/0001-40";"GRAO DE OURO PANIFICACAO LTDA";"517519";"2025-08-25";;"22,00"
"2264381";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.469.171/0003-26";"HOTEL PHENICIA LTDA";"00000042070";"2025-08-13";"DESPESA COM HOSPEDAGEM.";"900,00"
"2264382";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.469.171/0003-26";"HOTEL PHENICIA LTDA";"00000042072";"2025-08-13";"DESPESA COM HOSPEDAGEM.";"900,00"
"2263748";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.196.370/0001-11";"KAWA VIX LTDA";"833";"2025-08-07";"DESPESA COM ALIMENTAÇÃO EM COMPROMISSO DE NATUREZA POLÍTICA.";"1642,00"
"2264359";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.683.748/0027-75";"MARIETTA COMERCIO DE ALIMENTOS LTDA";"3988";"2025-08-06";;"65,80"
"2264678";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.683.748/0027-75";"MARIETTA COMERCIO DE ALIMENTOS LTDA";"4233";"2025-08-12";;"49,70"
"2264681";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.683.748/0027-75";"MARIETTA COMERCIO DE ALIMENTOS LTDA";"4298";"2025-08-13";;"65,90"
"2264684";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.683.748/0027-75";"MARIETTA COMERCIO DE ALIMENTOS LTDA";"4554";"2025-08-19";;"49,90"
"2265235";"Nota Fiscal Eletrônica";"2025";"8";"5953";"FABIANO CONTARATO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.683.748/0027-75";"MARIETTA COMERCIO DE ALIMENTOS LTDA";"152844";"2025-08-26";;"42,77"
"2255127";"Nota Fiscal Eletrônica";"2025";"4";"5917";"FERNANDO DUEIRE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"56.421.702/0001-01";"Edna Tavares Calado";"11";"2025-04-11";;"3000,00"
"2255126";"Recibo";"2025";"4";"5917";"FERNANDO DUEIRE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.494.156/0001-80";"Ágil Locadora de Veículos LTDA -ME";"002008";"2025-04-28";;"9350,00"
"2255666";"Nota Fiscal Eletrônica";"2025";"4";"5917";"FERNANDO DUEIRE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"servico nacional de aprendizagem comercial senac";"552";"2025-04-29";;"213,33"
"2254972";"Nota Fiscal Eletrônica";"2025";"4";"5917";"FERNANDO DUEIRE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.888.810/0001-36";"srf restaurante ltda";"41557";"2025-04-02";;"416,70"
"2255842";"Fatura";"2025";"4";"5917";"FERNANDO DUEIRE";"Passagens aéreas, aquáticas e terrestres nacionais";"05.120.923/0001-09";"Aerotur Serviços";"0005039842";"2025-04-02";"Companhia Aérea: Aerotur Serviços, Localizador: DL4GNG. Passageiros: BRUNO MAIA DE AZEVEDO SILVA (Matrícula 200612, COMISSIONADO), Voo: 4107 - BSB/REC - 09/04/25; ";"1786,26"
